sku_id,forecast_8w_units,avg_weekly_forecast,stock_on_hand,reorder_point,safety_stock,stores,sku_name,category,unit_price,cost_price,stockout_gap_units,overstock_excess_units,stockout_high,overstock_high,stockout_risk_pct,overstock_ratio,action,sales_at_risk,capital_locked,risk_flag_source,slow_mover_flag,priority_value
SKU00024,45.99178452174813,5.748973065218516,6453.0,1467.0,490.0,25.0,HealthFirst Batteries 500g,Electronics & Accessories,2711.05,1671.96,0.0,5917.008215478252,False,True,0.7127194254106327,140.30766727367515,Markdown / clear,0.0,9893001.055951018,0,1,9893001.055951018
SKU04654,40.86486247025515,5.108107808781893,6277.0,1529.0,544.0,29.0,GoldenHarvest Women's Wear 1kg,Apparel & Footwear,2988.03,1667.19,0.0,5692.1351375297445,False,True,0.651025369926002,153.60384497975306,Markdown / clear,0.0,9489870.779938215,0,1,9489870.779938215
SKU03727,5774.791005989489,721.8488757486862,102.0,1038.0,373.0,17.0,QuickBite Mobile Accessories 2kg,Electronics & Accessories,1660.93,1291.18,5672.791005989489,0.0,True,False,100.0,0.0176629768755627,Reorder now,9422108.765578125,0.0,1,0,9422108.765578125
SKU01971,43.01614758366665,5.377018447958331,7448.0,1704.0,558.0,28.0,TrueTaste Kids Wear Large,Apparel & Footwear,2455.1,1369.13,0.0,6846.983852416333,False,True,0.5775530019289292,173.14428228407942,Markdown / clear,0.0,9374411.001858776,0,1,9374411.001858776
SKU02541,42.05531752039722,5.256914690049653,6617.0,1492.0,582.0,24.0,FamilyChoice Small Appliances 100g,Electronics & Accessories,2807.09,1551.99,0.0,5992.944682479603,False,True,0.6355647199697328,157.34038856776417,Markdown / clear,0.0,9300990.21776152,0,1,9300990.21776152
SKU02915,45.20631668462321,5.650789585577901,5779.0,1396.0,424.0,25.0,ZestyCo Small Appliances 500ml,Electronics & Accessories,2288.75,1746.3,0.0,5309.793683315377,False,True,0.7822515432535596,127.83611724698882,Markdown / clear,0.0,9272492.709173642,0,1,9272492.709173642
SKU00987,42.49908985850034,5.312386232312543,8554.0,1998.0,713.0,30.0,TrueTaste Mobile Accessories Medium,Electronics & Accessories,1614.69,1137.98,0.0,7798.5009101415,False,True,0.4968329419978997,201.27489855618865,Markdown / clear,0.0,8874538.065722825,0,1,8874538.065722825
SKU03491,40.40759776419473,5.050949720524342,5071.0,1214.0,450.0,20.0,SoftTouch Batteries 250g,Electronics & Accessories,2647.6,1930.26,0.0,4580.592402235805,False,True,0.7968368717056741,125.49620072919616,Markdown / clear,0.0,8841734.290339684,0,1,8841734.290339684
SKU03863,40.06528049332499,5.008160061665624,7961.0,1848.0,595.0,29.0,PremiumSelect Small Appliances 500ml,Electronics & Accessories,1941.52,1180.8,0.0,7325.934719506675,False,True,0.5032694447095213,198.7007179776597,Markdown / clear,0.0,8650463.716793481,0,1,8650463.716793481
SKU04236,42.605024515945125,5.325628064493141,7621.0,1635.0,574.0,24.0,ValueChoice Small Appliances Small,Electronics & Accessories,1751.93,1215.6,0.0,7004.394975484055,False,True,0.559047690801012,178.87561588300005,Markdown / clear,0.0,8514542.532198416,0,1,8514542.532198416
SKU03089,40.409236862667456,5.051154607833432,7782.0,1745.0,589.0,29.0,NovaFresh Storage & Containers Medium,Home & Kitchen,1571.55,1178.03,0.0,7152.590763137332,False,True,0.5192654441360506,192.57973186792572,Markdown / clear,0.0,8425966.496698672,0,1,8425966.496698672
SKU03975,40.21324807057404,5.026656008821755,6275.0,1360.0,470.0,21.0,DailyBest Men's Wear 2L,Apparel & Footwear,1906.33,1461.62,0.0,5764.786751929426,False,True,0.6408485748298652,156.04310273538232,Markdown / clear,0.0,8425927.612355087,0,1,8425927.612355087
SKU02279,41.245074576006616,5.155634322000827,7649.0,1794.0,643.0,26.0,SmartBuy Footwear 250ml,Apparel & Footwear,1825.01,1201.75,0.0,6964.754925423993,False,True,0.5392217881554009,185.4524468346975,Markdown / clear,0.0,8369894.231628284,0,1,8369894.231628284
SKU00516,42.74082538070372,5.342603172587965,6036.0,1410.0,441.0,21.0,GoldenHarvest Batteries 250g,Electronics & Accessories,2155.25,1441.14,0.0,5552.259174619297,False,True,0.7080984986862776,141.22329052459256,Markdown / clear,0.0,8001582.786910853,0,1,8001582.786910853
SKU04554,39.56098882523705,4.945123603154631,6258.0,1373.0,494.0,22.0,UrbanBite Home Decor Pack of 12,Home & Kitchen,2001.13,1393.38,0.0,5724.439011174763,False,True,0.6321666478944877,158.18613704639884,Markdown / clear,0.0,7976318.829390692,0,1,7976318.829390692
SKU02253,49.07299001044232,6.13412375130529,7801.0,1763.0,585.0,27.0,PrimeCare Mobile Accessories 1kg,Electronics & Accessories,1411.83,1098.95,0.0,7166.9270099895575,False,True,0.6290602488199246,158.9672852283917,Markdown / clear,0.0,7876094.437628024,0,1,7876094.437628024
SKU03941,40.18420316110034,5.023025395137543,5499.0,1349.0,491.0,22.0,CityFresh Batteries 100g,Electronics & Accessories,2059.71,1578.53,0.0,4967.8157968389,False,True,0.7307547401545798,136.8448187949442,Markdown / clear,0.0,7841846.269784108,0,1,7841846.269784108
SKU00584,42.49347711577452,5.311684639471815,4501.0,1199.0,397.0,20.0,PrimeCare Women's Wear 100g,Apparel & Footwear,2331.51,1830.55,0.0,4061.5065228842254,False,True,0.9440896937519334,105.92213924355768,Markdown / clear,0.0,7434790.765465719,0,1,7434790.765465719
SKU04729,43.62753887269577,5.453442359086972,6517.0,1463.0,488.0,26.0,PrimeCare Batteries 250ml,Electronics & Accessories,1746.02,1237.64,0.0,5985.372461127305,False,True,0.6694420572762894,149.3781260276099,Markdown / clear,0.0,7407736.372789598,0,1,7407736.372789598
SKU03173,40.04058548367585,5.005073185459481,5479.0,1195.0,405.0,21.0,SparkleClean Kids Wear Large,Apparel & Footwear,1889.92,1441.24,0.0,5033.959414516325,False,True,0.7308009761576173,136.8361609555818,Markdown / clear,0.0,7255143.666577508,0,1,7255143.666577508
SKU03634,39.04173597139595,4.880216996424494,5500.0,1283.0,463.0,26.0,ZestyCo Footwear Medium,Apparel & Footwear,2372.1,1426.85,0.0,4997.958264028604,False,True,0.7098497449344718,140.87488333074103,Markdown / clear,0.0,7131336.749029214,0,1,7131336.749029214
SKU02471,40.271981430170754,5.033997678771344,7405.0,1598.0,539.0,27.0,PremiumSelect Home Decor Family Pack,Home & Kitchen,1364.83,1039.93,0.0,6825.728018569829,False,True,0.5438485000698279,183.8747371504388,Markdown / clear,0.0,7098279.338351323,0,1,7098279.338351323
SKU03833,40.84872966016045,5.106091207520056,6471.0,1482.0,496.0,23.0,DailyBest Small Appliances 500ml,Electronics & Accessories,2097.29,1179.22,0.0,5934.151270339839,False,True,0.6312583783056783,158.4137390277557,Markdown / clear,0.0,6997669.861010145,0,1,6997669.861010145
SKU03235,46.12691543897511,5.765864429871889,7099.0,1629.0,527.0,30.0,HomeStyle Footwear Family Pack,Apparel & Footwear,1648.55,1052.65,0.0,6525.873084561025,False,True,0.6497663817294705,153.90146799197575,Markdown / clear,0.0,6869460.302463164,0,1,6869460.302463164
SKU01674,40.30355615155406,5.037944518944258,6236.0,1375.0,462.0,25.0,GreenValley Cookware 1L,Home & Kitchen,1707.75,1195.67,0.0,5733.696443848446,False,True,0.6463046207754019,154.7258007841957,Markdown / clear,0.0,6855608.827016272,0,1,6855608.827016272
SKU02302,40.16522986719319,5.020653733399149,5609.0,1362.0,527.0,21.0,GreenValley Home Decor Large,Home & Kitchen,1747.82,1352.92,0.0,5041.834770132807,False,True,0.716085396099005,139.64814887269972,Markdown / clear,0.0,6821199.097208077,0,1,6821199.097208077
SKU01970,44.19756687871634,5.524695859839542,7665.0,1735.0,582.0,28.0,FamilyChoice Batteries Large,Electronics & Accessories,1472.18,951.86,0.0,7038.802433121284,False,True,0.576615353929763,173.42583633695764,Markdown / clear,0.0,6699954.483990825,0,1,6699954.483990825
SKU04849,40.44601125038378,5.055751406297973,6698.0,1544.0,529.0,27.0,SunriseFoods Batteries 250ml,Electronics & Accessories,1457.98,1088.18,0.0,6128.553988749616,False,True,0.6038520640546997,165.60347467975458,Markdown / clear,0.0,6668969.879477558,0,1,6668969.879477558
SKU03073,41.39625746302584,5.17453218287823,6327.0,1363.0,535.0,20.0,PrimeCare Kids Wear 100g,Apparel & Footwear,1595.17,1129.75,0.0,5750.603742536974,False,True,0.6542793972344846,152.83990359880062,Markdown / clear,0.0,6496744.578131147,0,1,6496744.578131147
SKU00592,42.44597184368784,5.30574648046098,4847.0,1187.0,400.0,17.0,UrbanBite Kids Wear 100g,Apparel & Footwear,2203.73,1430.8,0.0,4404.554028156312,False,True,0.8757163574105187,114.19222577467735,Markdown / clear,0.0,6302035.903486051,0,1,6302035.903486051
SKU01068,40.91961397425919,5.114951746782399,5475.0,1199.0,427.0,21.0,PrimeCare Mobile Accessories Pack of 6,Electronics & Accessories,2201.06,1243.53,0.0,5007.080386025741,False,True,0.7473902095755104,133.79891617364945,Markdown / clear,0.0,6226454.67243459,0,1,6226454.67243459
SKU01407,40.14869874817813,5.018587343522267,6285.0,1460.0,544.0,23.0,CleanWave Cookware Small,Home & Kitchen,1357.33,1082.62,0.0,5700.8513012518215,False,True,0.6388018893902647,156.54305608809304,Markdown / clear,0.0,6171855.635761246,0,1,6171855.635761246
SKU02351,42.5834271151221,5.322928389390262,6398.0,1398.0,470.0,25.0,HomeStyle Small Appliances 1L,Electronics & Accessories,1847.9,1044.31,0.0,5885.416572884878,False,True,0.6655740405614582,150.24624445334888,Markdown / clear,0.0,6146199.381229407,0,1,6146199.381229407
SKU03484,40.28199566354343,5.035249457942928,7719.0,1637.0,562.0,27.0,QuickBite Footwear Large,Apparel & Footwear,1430.82,861.67,0.0,7116.718004336457,False,True,0.5218551064068329,191.6240710731707,Markdown / clear,0.0,6132262.402796594,0,1,6132262.402796594
SKU00170,41.28760323020386,5.160950403775482,7177.0,1634.0,561.0,29.0,ZestyCo Men's Wear 2L,Apparel & Footwear,1241.29,909.39,0.0,6574.712396769796,False,True,0.575276622965081,173.8294170282493,Markdown / clear,0.0,5978977.706498485,0,1,5978977.706498485
SKU03602,46.044653414271686,5.755581676783961,5575.0,1279.0,501.0,21.0,MetroBrand Men's Wear 1kg,Apparel & Footwear,1565.25,1183.22,0.0,5027.955346585728,False,True,0.8259130657268464,121.07811844821076,Markdown / clear,0.0,5949177.325187165,0,1,5949177.325187165
SKU03058,40.268244896893535,5.033530612111692,8412.0,1863.0,654.0,30.0,UrbanBite Women's Wear Pack of 12,Apparel & Footwear,1202.99,765.86,0.0,7717.731755103106,False,True,0.4787000106620724,208.89909708105847,Markdown / clear,0.0,5910702.041963265,0,1,5910702.041963265
SKU04212,41.134891423078486,5.141861427884811,5905.0,1345.0,505.0,22.0,GoldenHarvest Footwear 2L,Apparel & Footwear,1540.6,1094.51,0.0,5358.865108576922,False,True,0.6966112010682216,143.55209885608292,Markdown / clear,0.0,5865331.449988526,0,1,5865331.449988526
SKU04250,39.99659491990597,4.999574364988247,6102.0,1428.0,486.0,24.0,PureLife OTC Medicine 1kg,Health & Wellness,1351.22,1040.59,0.0,5576.003405080094,False,True,0.6554669767274004,152.56298722977257,Markdown / clear,0.0,5802333.383292295,0,1,5802333.383292295
SKU02907,43.11000168517816,5.388750210647269,5528.0,1320.0,467.0,23.0,NovaFresh Kids Wear Large,Apparel & Footwear,1495.16,1152.38,0.0,5017.889998314822,False,True,0.7798480767941056,128.2301040108891,Markdown / clear,0.0,5782516.076258035,0,1,5782516.076258035
SKU04665,43.44675324047645,5.430844155059556,6681.0,1529.0,518.0,27.0,TrueTaste Batteries Family Pack,Electronics & Accessories,1605.02,920.86,0.0,6119.553246759524,False,True,0.6503031468414376,153.77443656194214,Markdown / clear,0.0,5635251.802810975,0,1,5635251.802810975
SKU01830,40.14295853881524,5.0178698173519045,6825.0,1438.0,522.0,25.0,SunriseFoods Women's Wear Pack of 12,Apparel & Footwear,1563.44,899.39,0.0,6262.857041461185,False,True,0.5881752166859375,170.0173641511932,Markdown / clear,0.0,5632750.994519775,0,1,5632750.994519775
SKU02211,40.42392326841691,5.052990408552113,7710.0,1721.0,526.0,28.0,NovaFresh Vitamins & Supplements 500g,Health & Wellness,1230.59,779.6,0.0,7143.576076731583,False,True,0.5243051007576771,190.7286422647601,Markdown / clear,0.0,5569131.909419943,0,1,5569131.909419943
SKU04854,40.93273908925691,5.116592386157114,5340.0,1228.0,391.0,20.0,SparkleClean Batteries Pack of 12,Electronics & Accessories,1401.83,1096.57,0.0,4908.067260910743,False,True,0.7665306945553728,130.45791996366842,Markdown / clear,0.0,5382039.316296893,0,1,5382039.316296893
SKU04747,39.23832527065424,4.9047906588317804,7333.0,1707.0,604.0,25.0,EliteHome Home Decor 100g,Home & Kitchen,1085.05,803.55,0.0,6689.761674729346,False,True,0.5350923942541149,186.88361313637003,Markdown / clear,0.0,5375557.993728765,0,1,5375557.993728765
SKU02946,41.09426321185617,5.136782901482022,4371.0,930.0,355.0,16.0,ValueChoice Women's Wear 500ml,Apparel & Footwear,2029.87,1350.64,0.0,3974.905736788144,False,True,0.94015701697223,106.36521154950202,Markdown / clear,0.0,5368666.684335539,0,1,5368666.684335539
SKU01104,39.8897885541292,4.98622356926615,7108.0,1687.0,623.0,28.0,TrueTaste Kids Wear 500ml,Apparel & Footwear,1089.39,826.23,0.0,6445.110211445871,False,True,0.5611956746501012,178.19096710313883,Markdown / clear,0.0,5325143.410002922,0,1,5325143.410002922
SKU01762,42.49078194090036,5.311347742612545,3637.0,867.0,326.0,15.0,QuickBite Home Decor 250g,Home & Kitchen,2255.17,1614.7,0.0,3268.5092180591,False,True,1.1682920522656135,85.59503576701967,Markdown / clear,0.0,5277661.834400028,0,1,5277661.834400028
SKU03115,39.253638747054495,4.906704843381812,9759.0,2073.0,745.0,29.0,NutriPlus Frozen Vegetables 100g,Frozen Foods,804.38,581.3,0.0,8974.746361252946,False,True,0.4022301336925351,248.61389444392063,Markdown / clear,0.0,5217020.059796337,0,1,5217020.059796337
SKU03251,42.64422658464977,5.3305283230812215,4674.0,1086.0,350.0,17.0,SmartBuy Kids Wear 1L,Apparel & Footwear,2046.55,1217.36,0.0,4281.35577341535,False,True,0.9123711293249844,109.6045203381049,Markdown / clear,0.0,5211951.26432491,0,1,5211951.26432491
SKU04388,40.93522292000755,5.116902865000943,5379.0,1299.0,416.0,22.0,SmartBuy Mobile Accessories Pack of 12,Electronics & Accessories,1796.48,1058.38,0.0,4922.064777079992,False,True,0.7610192028259444,131.40272890442606,Markdown / clear,0.0,5209414.918765923,0,1,5209414.918765923
SKU01038,39.79082006968346,4.973852508710433,6977.0,1491.0,515.0,27.0,NovaFresh OTC Medicine Family Pack,Health & Wellness,1338.59,802.08,0.0,6422.209179930316,False,True,0.5703141761456709,175.34195042428294,Markdown / clear,0.0,5151125.539038508,0,1,5151125.539038508
SKU02997,40.379551955876,5.0474439944845,6620.0,1434.0,509.0,24.0,FreshFarm OTC Medicine 250g,Health & Wellness,1164.54,833.95,0.0,6070.620448044124,False,True,0.6099630204815106,163.94436489126676,Markdown / clear,0.0,5062593.922646398,0,1,5062593.922646398
SKU04831,44.514055126438336,5.564256890804792,8159.0,1864.0,634.0,30.0,HomeStyle Storage & Containers 250ml,Home & Kitchen,856.16,672.2,0.0,7480.4859448735615,False,True,0.5455822420203252,183.29042314444425,Markdown / clear,0.0,5028382.652144008,0,1,5028382.652144008
SKU04887,41.038924947053694,5.129865618381712,7218.0,1486.0,539.0,25.0,SmartBuy Storage & Containers 1L,Home & Kitchen,970.11,747.65,0.0,6637.961075052946,False,True,0.5685636595601786,175.88180024969688,Markdown / clear,0.0,4962871.597763335,0,1,4962871.597763335
SKU04879,41.00300888787742,5.125376110984678,5020.0,1000.0,342.0,15.0,SunriseFoods Small Appliances 250ml,Electronics & Accessories,1631.86,1032.44,0.0,4636.9969911121225,False,True,0.81679300573461,122.43003955458909,Markdown / clear,0.0,4787421.1735038,0,1,4787421.1735038
SKU00186,45.53114053832212,5.691392567290265,4390.0,994.0,324.0,20.0,TrueTaste Men's Wear 250ml,Apparel & Footwear,1862.84,1185.19,0.0,4020.4688594616778,False,True,1.0371558209184994,96.41752761069264,Markdown / clear,0.0,4765019.487545386,0,1,4765019.487545386
SKU01911,40.32772162822091,5.040965203527613,6157.0,1354.0,465.0,23.0,PrimeCare Storage & Containers 2L,Home & Kitchen,1116.98,837.95,0.0,5651.672278371779,False,True,0.6549897941890679,152.67413460053734,Markdown / clear,0.0,4735818.785661632,0,1,4735818.785661632
SKU00052,49.71513862935085,6.214392328668856,5399.0,1299.0,466.0,22.0,ValueChoice Storage & Containers Family Pack,Home & Kitchen,1372.15,967.68,0.0,4883.284861370649,False,True,0.9208212378097952,108.5987115564943,Markdown / clear,0.0,4725457.09465115,0,1,4725457.09465115
SKU01605,40.48188882327072,5.06023610290884,7934.0,1806.0,648.0,29.0,EverydayPlus First Aid 500g,Health & Wellness,821.82,651.5,0.0,7245.518111176729,False,True,0.5102330328115796,195.98887874617148,Markdown / clear,0.0,4720455.049431639,0,1,4720455.049431639
SKU03627,40.23460072500101,5.029325090625126,6880.0,1460.0,520.0,24.0,HealthFirst Ready Meals 1kg,Frozen Foods,1083.01,735.55,0.0,6319.765399274999,False,True,0.584805243095945,170.99709891553366,Markdown / clear,0.0,4648503.439436725,0,1,4648503.439436725
SKU03805,42.414272376991,5.301784047123875,5339.0,1262.0,481.0,24.0,FamilyChoice OTC Medicine Large,Health & Wellness,1279.53,962.72,0.0,4815.585727623009,False,True,0.7944235320657614,125.87743938043631,Markdown / clear,0.0,4636060.691697223,0,1,4636060.691697223
SKU04152,39.45757841463956,4.932197301829945,6454.0,1348.0,463.0,23.0,ValueChoice OTC Medicine Medium,Health & Wellness,1148.97,769.38,0.0,5951.54242158536,False,True,0.6113662599107463,163.56807131391102,Markdown / clear,0.0,4578997.708319345,0,1,4578997.708319345
SKU02209,40.51468672417111,5.064335840521389,7739.0,1665.0,570.0,28.0,CityFresh OTC Medicine Pack of 12,Health & Wellness,980.37,632.41,0.0,7128.485313275829,False,True,0.5235132022764067,191.0171502173532,Markdown / clear,0.0,4508125.396968767,0,1,4508125.396968767
SKU01766,39.13208363008604,4.891510453760755,7095.0,1651.0,598.0,25.0,DailyBest Ready Meals Large,Frozen Foods,1036.35,690.64,0.0,6457.867916369914,False,True,0.551544519099169,181.30902680952897,Markdown / clear,0.0,4460061.897761717,0,1,4460061.897761717
SKU02408,39.85953717058597,4.982442146323247,5128.0,1031.0,328.0,16.0,TrueTaste Home Decor Medium,Home & Kitchen,1619.55,933.01,0.0,4760.140462829414,False,True,0.7772920665090868,128.6517697898451,Markdown / clear,0.0,4441258.653224472,0,1,4441258.653224472
SKU04491,39.63922484562883,4.954903105703604,7041.0,1560.0,543.0,27.0,CrispKing Storage & Containers Small,Home & Kitchen,1022.9,686.53,0.0,6458.360775154371,False,True,0.562977202750019,177.6270859841609,Markdown / clear,0.0,4433858.422966731,0,1,4433858.422966731
SKU04652,47.96456202014115,5.995570252517644,6491.0,1488.0,472.0,29.0,ValueChoice First Aid 1kg,Health & Wellness,1268.21,739.21,0.0,5971.035437979859,False,True,0.7389394857516738,135.3290789411215,Markdown / clear,0.0,4413849.106109092,0,1,4413849.106109092
SKU00449,40.113329715106985,5.014166214388373,4968.0,1264.0,520.0,21.0,PremiumSelect OTC Medicine 250g,Health & Wellness,1254.12,969.92,0.0,4407.886670284893,False,True,0.8074341730093998,123.84910540420717,Markdown / clear,0.0,4275297.439242723,0,1,4275297.439242723
SKU00507,39.93306479689371,4.991633099611714,3971.0,970.0,308.0,16.0,HealthFirst Footwear 500ml,Apparel & Footwear,1588.92,1152.62,0.0,3623.0669352031055,False,True,1.005617345678512,99.44140326311478,Markdown / clear,0.0,4176019.410853804,0,1,4176019.410853804
SKU00401,40.061828985472616,5.007728623184077,6600.0,1434.0,489.0,24.0,CityFresh Kids Wear Large,Apparel & Footwear,1129.62,684.96,0.0,6070.938171014527,False,True,0.6069974088707972,164.74534905516467,Markdown / clear,0.0,4158349.809618111,0,1,4158349.809618111
SKU04392,40.26424357248223,5.033030446560279,5951.0,1424.0,527.0,23.0,PremiumSelect First Aid 250ml,Health & Wellness,1055.39,771.85,0.0,5383.735756427518,False,True,0.6765962623505668,147.79862905625498,Markdown / clear,0.0,4155436.44359858,0,1,4155436.44359858
SKU00354,42.69134892983718,5.336418616229648,6648.0,1492.0,524.0,24.0,PurePlus Home Decor 2kg,Home & Kitchen,1108.74,680.1,0.0,6081.308651070163,False,True,0.6421683052021238,155.7224160549699,Markdown / clear,0.0,4135898.013592818,0,1,4135898.013592818
SKU02780,40.274747740641,5.034343467580125,7891.0,1817.0,654.0,30.0,ValueChoice First Aid 250ml,Health & Wellness,791.92,569.66,0.0,7196.725252259359,False,True,0.510388388552034,195.92922222172584,Markdown / clear,0.0,4099686.507202066,0,1,4099686.507202066
SKU03740,42.16454153200878,5.270567691501098,4008.0,1037.0,327.0,17.0,SoftTouch Men's Wear Pack of 12,Apparel & Footwear,2021.49,1124.92,0.0,3638.835458467991,False,True,1.052009519261696,95.05617408308277,Markdown / clear,0.0,4093398.783939813,0,1,4093398.783939813
SKU01592,40.41110707776605,5.051388384720757,4157.0,969.0,352.0,15.0,QuickBite Small Appliances 500ml,Electronics & Accessories,1748.08,1076.66,0.0,3764.5888929222338,False,True,0.9721218926573504,102.8677584110819,Markdown / clear,0.0,4053182.2774536526,0,1,4053182.2774536526
SKU03504,39.60262347438318,4.950327934297897,7523.0,1581.0,516.0,24.0,NovaFresh Frozen Vegetables 1L,Frozen Foods,847.78,576.1,0.0,6967.397376525617,False,True,0.526420623080994,189.96216260435943,Markdown / clear,0.0,4013917.628616408,0,1,4013917.628616408
SKU03210,44.52706090746606,5.565882613433257,5438.0,1187.0,475.0,21.0,EverydayPlus Ready Meals 100g,Frozen Foods,1127.93,810.37,0.0,4918.472939092534,False,True,0.8188131832928661,122.12797991093514,Markdown / clear,0.0,3985782.9156524166,0,1,3985782.9156524166
SKU03803,40.6005949737759,5.075074371721987,7305.0,1640.0,588.0,26.0,SparkleClean Batteries Pack of 12,Electronics & Accessories,989.21,581.19,0.0,6676.3994050262245,False,True,0.5557918545349199,179.92347168110052,Markdown / clear,0.0,3880256.570207192,0,1,3880256.570207192
SKU00631,42.4987051437954,5.312338142974425,4440.0,1043.0,395.0,16.0,CrispKing Cookware 250g,Home & Kitchen,1304.33,954.88,0.0,4002.501294856205,False,True,0.9571780437791756,104.47377125908078,Markdown / clear,0.0,3821908.436432292,0,1,3821908.436432292
SKU04726,42.16032973471069,5.270041216838837,7465.0,1624.0,521.0,24.0,CleanWave OTC Medicine 2kg,Health & Wellness,789.0,547.35,0.0,6901.839670265289,False,True,0.5647733387101231,177.06218255342648,Markdown / clear,0.0,3777721.943519706,0,1,3777721.943519706
SKU04741,44.816566565047445,5.602070820630931,4650.0,1048.0,330.0,15.0,TrueTaste Storage & Containers 500g,Home & Kitchen,1088.07,868.36,0.0,4275.183433434952,False,True,0.9637971304311278,103.75627488667432,Markdown / clear,0.0,3712398.2862575753,0,1,3712398.2862575753
SKU03454,42.97078666996695,5.3713483337458685,7548.0,1610.0,561.0,27.0,QuickBite OTC Medicine 250ml,Health & Wellness,849.48,533.68,0.0,6944.029213330033,False,True,0.5693003003440242,175.65421964395713,Markdown / clear,0.0,3705889.510569972,0,1,3705889.510569972
SKU01310,40.45574439093769,5.056968048867211,8360.0,1901.0,603.0,29.0,FreshFarm Frozen Meat Pack of 6,Frozen Foods,735.63,477.85,0.0,7716.544255609062,False,True,0.4839203874514077,206.64556111523896,Markdown / clear,0.0,3687350.6725427904,0,1,3687350.6725427904
